68.2.08.1,The Beatles,TRUE,orange 3rd gen,Capitol,Stereo,SWBO-101,
68.2.09.1,The Beatles,TRUE,purple 1st gen,unknown,Stereo,SWBO-101,
68.2.09.2,The Beatles,FALSE,purple 1st gen,Keel,Stereo,SWBO-101,
68.2.10.1,The Beatles,TRUE,purple 2nd gen,Keel,Stereo,SWBO-101,
68.2.10.2,The Beatles,TRUE,purple 2nd gen,Capitol,Stereo,SWBO-101,
68.2.10.3,The Beatles,TRUE,purple 2nd gen,Keel,Stereo,SWBO-101,
68.2.10.4,The Beatles,TRUE,purple 2nd gen,Capitol,Stereo,SEBX-11841,
68.2.11.1,The Beatles,TRUE,purple 3rd gen,unidentified,Stereo,SWBO-101,
68.2.11.2,The Beatles,TRUE,purple 3rd gen,unknown,Stereo,SWBO-101,
68.2.11.3,The Beatles,TRUE,purple 3rd gen,Capitol,Stereo,SWBO-101,
68.2.12.1,The Beatles,TRUE,retro rainbow,Cinram,Stereo,SWBO-101,
68.2.12.2,The Beatles,TRUE,retro rainbow,Columbia,Stereo,SWBO-101,
69.1.03.1,Yellow Submarine,FALSE,Apple,Compo,Stereo,SW-153,
69.1.03.2,Yellow Submarine,TRUE,Apple,RCA,Stereo,SW-153,
69.1.11.1,Yellow Submarine,TRUE,purple 3rd gen,Capitol,Stereo,SW-153,
69.1.12.1,Yellow Submarine,TRUE,retro rainbow,Columbia,Stereo,SW-153,
69.2.03.1,Abbey Road,TRUE,Apple,Compo,Stereo,SO-383,cover tear
69.2.03.2,Abbey Road,TRUE,Apple,RCA,Stereo,SO-383,
69.2.03.3,Abbey Road,TRUE,Apple,Compo,Stereo,SO-383,
69.2.03.4,Abbey Road,TRUE,Apple,Columbia,Stereo,SO-383,
69.2.07.1,Abbey Road,FALSE,orange 2nd gen,Columbia,Stereo,SO-383,
69.2.08.1,Abbey Road,TRUE,orange 3rd gen,Capitol,Stereo,SO-383,
69.2.09.1,Abbey Road,TRUE,purple 1st gen,unknown,Stereo,SO-383,
69.2.10.1,Abbey Road,FALSE,purple 2nd gen,Capitol,Stereo,SO-383,
69.2.10.2,Abbey Road,TRUE,purple 2nd gen,Capitol,Stereo,SO-383,
69.2.10.3,Abbey Road,TRUE,purple 2nd gen,Capitol,Stereo,SO-383,
69.2.10.4,Abbey Road,FALSE,purple 2nd gen,Capitol,Stereo,SO-383,
69.2.11.1,Abbey Road,TRUE,purple 3rd gen,unidentified,Stereo,SO-383,
69.2.11.2,Abbey Road,TRUE,purple 3rd gen,Capitol,Stereo,SO-383,
69.2.12.1,Abbey Road,FALSE,retro rainbow,Capitol,Stereo,SO-383,
69.2.12.2,Abbey Road,TRUE,retro rainbow,Columbia,Stereo,SO-383,
70.1.03.1,Hey Jude,TRUE,Apple,Compo,Stereo,SO-385,
70.1.03.2,Hey Jude,TRUE,Apple,RCA,Stereo,SO-385,
70.1.03.3,Hey Jude,TRUE,Apple,Compo,Stereo,SW-385,
70.1.03.4,Hey Jude,TRUE,Apple,RCA,Stereo,SW-385,
70.1.07.1,Hey Jude,TRUE,orange 2nd gen,Columbia,Stereo,SW-385,
70.1.08.1,Hey Jude,TRUE,orange 3rd gen,Capitol,Stereo,SW 385,
70.1.09.1,Hey Jude,FALSE,purple 1st gen,unidentified,Stereo,SW 385,
70.1.10.1,Hey Jude,TRUE,purple 2nd gen,Capitol,Stereo,SW 385,
70.1.11.1,Hey Jude,TRUE,purple 3rd gen,Capitol,Stereo,SW 385,
70.1.12.1,Hey Jude,TRUE,retro rainbow,Columbia,Stereo,SW 385,
70.2.03.bx1,Let It Be,TRUE,Apple,Compo,Stereo,SOAL 6351,
70.2.03.bx2,Let It Be,TRUE,Apple,RCA,Stereo,SOAL 6351,
70.2.03.bx3,Let It Be,TRUE,Apple,Compo,Stereo,SOAL 6351,
70.2.03.1,Let It Be,TRUE,Apple,Compo,Stereo,SOAL 6351,
70.2.03.2,Let It Be,TRUE,Apple,Compo,Stereo,SOAL 6351,
70.2.03.3,Let It Be,TRUE,Apple,Compo,Stereo,SOAL 6351,
70.2.03.4,Let It Be,TRUE,Apple,RCA,Stereo,SOAL 6351,
70.2.03.5,Let It Be,FALSE,Apple,RCA,Stereo,SOAL 6351,
70.2.03.6,Let It Be,FALSE,Apple,RCA,Stereo,SOAL 6351,
70.2.03.7,Let It Be,TRUE,Apple,RCA,Stereo,SW 6386,
70.2.03.8,Let It Be,TRUE,Apple,Columbia,Stereo,SW 6386,
70.2.03.8a,Let It Be,TRUE,Apple,Columbia,Stereo,SW 6386,
70.2.07.1,Let It Be,TRUE,orange 2nd gen,Columbia,Stereo,SW 6386,
70.2.08.1,Let It Be,FALSE,orange 3rd gen,Capitol,Stereo,SW 6386,
70.2.09.1,Let It Be,TRUE,purple 1st gen,unidentified,Stereo,SW 6386,
70.2.10.1,Let It Be,TRUE,purple 2nd gen,Capitol,Stereo,SW 6386,
70.2.11.1,Let It Be,FALSE,purple 3rd gen,Capitol,Stereo,SW 6386,
70.2.12.1,Let It Be,TRUE,retro rainbow,Capitol,Stereo,SW 6386,
70.2.12.2,Let It Be,TRUE,retro rainbow,Columbia,Stereo,SW 6386,
73.1.03.rbg1,1962-1966,TRUE,Apple,Capitol,Stereo,SKBO 3403,
73.1.03.rbg2,1962-1966,TRUE,Apple,Columbia,Stereo,SKBO 3403,
73.1.08.r1,1962-1966,TRUE,red Capitol,Capitol,Stereo,SKBO 3403,
73.1.08.r2,1962-1966,TRUE,red Capitol,Cinram,Stereo,SKBO 3404,
73.1.08.r3,1962-1966,TRUE,red Capitol,RCA Dynaflex,Stereo,SKBO 3404,
73.1.08.r4,1962-1966,TRUE,bright red Capitol,Capitol,Stereo,SEBX-11842,
73.1.12.1,1962-1966,TRUE,retro rainbow,Columbia,Stereo,SKBO 3403,
73.2.03.bbg1,1967-1970,FALSE,Apple,Capitol,Stereo,SKBO 3404,
73.2.03.bbg2,1967-1970,TRUE,Apple,Columbia,Stereo,SKBO 3404,
73.2.08.b1,1967-1970,TRUE,blue Capitol,Capitol,Stereo,SKBO 3404,
73.2.08.b2,1967-1970,TRUE,blue Capitol,Cinram,Stereo,SKBO 3404,
73.2.08.b3,1967-1970,TRUE,blue Capitol,RCA Dynaflex,Stereo,SKBO 3404,
73.2.08.b4,1967-1970,TRUE,bright blue Capitol,Capitol,Stereo,SEBX-11843,
73.2.12.1,1967-1970,TRUE,retro rainbow,Columbia,Stereo,SKBO 3404,
76.1.13.1,Rock 'N' Roll Music,TRUE,cola,Capitol,Stereo,SKBO-11537,
76.1.13.2,Rock 'N' Roll Music,TRUE,cola,Columbia,Stereo,SKBO-11537,
77.1.14.1,Live at the Hollywood Bowl,TRUE,ticket,Capitol,Stereo,SMAS-11638,
77.1.14.2,Live at the Hollywood Bowl,TRUE,ticket,Columbia,Stereo,SMAS-11638,
77.2.15.1,Love Songs,TRUE,beatles,Capitol,Stereo,SKBL-11711,
77.2.15.2,Love Songs,TRUE,beatles,Columbia,Stereo,SKBL-11711,
77.2.15.3,Love Songs,TRUE,beatles,unidentified,Stereo,SKBL-11711,
77.2.15.4,Love Songs,TRUE,beatles,Capitol,Stereo,SEBX-11844,
80.1.11.g1,"Rock ""N"" Roll Music vol.1",TRUE,green budget,Compo,Stereo,SN-16020,
80.1.11.g2,"Rock ""N"" Roll Music vol.1",TRUE,green budget,Columbia,Stereo,SN-16020,
80.2.11.g1,"Rock ""N"" Roll Music vol.2",TRUE,green budget,Compo,Stereo,SN-16021,
80.2.11.g2,"Rock ""N"" Roll Music vol.2",TRUE,green budget,Columbia,Stereo,SN-16021,
80.3.12.1,Rarities,TRUE,retro rainbow,Capitol,Stereo,SHAL-12060,
80.4.12.1,Balads,TRUE,retro rainbow,Columbia,Stereo,SL-9612,
80.4.12.2,Balads,TRUE,retro rainbow,Columbia,Stereo,SL-9612,
82.1.16.1,Reel Music,TRUE,movie reel,Capitol,Stereo,SV-12199,
82.1.16.2,Reel Music,TRUE,movie reel,unidentified,Stereo,SV-12199,
82.2.11.1,20 Gretest Hits,TRUE,pruple 3rd gen,Capitol,Stereo,SO-12245,
82.2.12.3,20 Gretest Hits,TRUE,pruple 3rd gen,Columbia,Stereo,SO-12245,
87.1.12.1,Please Please Me,TRUE,retro rainbow,Columbia,Mono,CLJ-46345,
87.2.12.1,With The Beatles,TRUE,retro rainbow,Columbia,Mono,CLJ-46436,
87.3.12.1,A Hard Days Night,TRUE,retro rainbow,Columbia,Mono,CLJ-46437,
87.4.12.1,Beatles For Sale,TRUE,retro rainbow,Columbia,Mono,CLJ-46438,
87.5.12.1,Help!,TRUE,retro rainbow,Columbia,Stereo,CLJ-46439,
87.6.12.1,Rubber Soul,TRUE,retro rainbow,Columbia,Stereo,CLJ-46440,
87.7.12.1,Revlover,TRUE,retro rainbow,Columbia,Stereo,CLJ-46441,
